bidId	timestamp	logType	ipinyouId	userAgent	ip	region	city	adExchange	domain	url	anonymousURLID	adSlotID	adSlotWidth	adSlotHeight	adSlotVisibility	adSlotFormat	adSlotFloorPrice	creativeID	biddingPrice	payingPrice	homePage
62b17f41ac59a643c0ca5e1f6e687321	20130311180025966	2	a6be5aabe86aea93655b5d5bac61d044	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	125.114.194.*	94	96	2	trqRTuNRjNS81m54	302af8583de796e712e8436fd3c295e5	null	48147628	336	280	2	0	5	02adb1d6bc7233c0735dbefe9bb85ecd	300	0	3a7eb50444df6f61b2409f4e2f16b687
73f436a40eaf5d88bb8277b95c8e3ed5	20130311173710820	2	bb158765bbae68030ad958a9e07810db	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	222.91.163.*	333	334	2	trqRTuMvjTN7X9KbuKz	5686e46a9fb40271c89ea6dfea5c3364	null	1105259604	160	600	0	0	74	51fd94f6624989b7cecbc307f00f97f7	300	0	9f4e2f16b6873a7eb504df6f61b24044
98d958b4aec4f718534b85b545e1d8d9	20130311154041451	2	e9152f6ad1e92f7a9290cb5c59dd1718	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; QQDownload 735)	222.163.51.*	55	60	3	ersbQv1RdoTy1m58uG	88305111b1dad017ac1f3acc5867b18a	null	Sports_F_Upright	300	250	0	0	10	d683498a1e531a0f3621d2f7b0a9dcf7	300	0	9f4e2f16b6873a7eb504df6f61b24044
a10a270560ec3bcf417310de064cb06a	20130311153729020	2	71602ccfcebe677c85150fe9a3afdeb0	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)	221.176.112.*	164	164	3	ersbQv1RdoTy1m58uG	b8e6925f80497d19cc9093dbaedb8ccd	null	Sports_F_Upright	300	250	0	0	10	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
1b8afe5d3683c21a205b05eff9ccc3e	20130311205427755	2	a555e390a22f50559a5230aeb5b45e4c	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17	180.213.87.*	2	2	3	ersbQv1RdoTy1m58uG	6dbc2d6395ce46d0d9359127984ec83b	null	Sports_F_Rectangle	300	250	0	0	50	d683498a1e531a0f3621d2f7b0a9dcf7	300	0	9f4e2f16b6873a7eb504df6f61b24044
7302f3b2c42f8949866a85e5f9698f9b	20130311020304710	2	f2c1ced6bf0c0d4cc16ad89bc7c196b7	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0)	124.117.254.*	374	375	1	trqRTuFJBT27Fgc	e938b8b9e7027fb3b614fa7478e37413	null	mm_12431063_3028982_10198617	300	250	1	1	0	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
ad0a3e6090c5f8f31df24136f154905a	20130311020303627	2	f0e431c3bb3853db4a9d41ab0e3b615b	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)	222.89.3.*	164	179	1	3J2-tv50g9uYFsz4JKTI	39b353ca3c92655a6236f4f2f991c23f	null	mm_11402872_1272384_2783913	250	250	1	1	0	d76818d93532855570f2af04f52b1ef1	300	0	3a7eb50444df6f61b2409f4e2f16b687
cb081b19393f1ebb9e301f4bd60f656c	20130311220619598	2	d1d15becbfbd5ad8e62651e9291c7262	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17	106.81.137.*	275	275	2	trqRTJn7O95I1mKYUV	625d1b5916ea925332c7b326c0574cfa	null	1720123646	250	250	2	0	5	3a0cf3767556609a1f4329c9f52e387e	300	0	9f4e2f16b6873a7eb504df6f61b24044
20ab7b96aad37f0efa155b9613bed362	20130311220858304	2	fc58bb772f7b33e1be9e822d6ae98ac1	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	118.76.122.*	15	22	2	trqRTvqEM9qc1m58uG	872adeab1fe0d2bb1bca58929c329b45	null	1636328810	300	250	2	0	5	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
636321ac1ac59fd28e0b492d4f02d2da	20130311220632838	2	198eb3886c85f639566795478ca94995	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; KB974488)	218.104.148.*	201	202	2	trqRTuN-XIuc1mKYUV	b9b27f86cd5409b505b66e27470765af	null	1709226045	728	90	1	0	5	fb82c5506a7745b09752a995de85c708	300	0	9f4e2f16b6873a7eb504df6f61b24044
8f2671947a446363c3b3b2bdf819b521	20130311220908151	2	3164331b5646771f84b36199a5ab9bc3	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; KB974488)	124.166.179.*	15	18	2	trqRTuxvGQkhkqKbuKz	9f8c24be8d2ac4799629e2ca86ec36c9	null	1497301061	120	600	2	0	5	5a57c1d215ab05643a1bce7e402c45ec	300	0	9f4e2f16b6873a7eb504df6f61b24044
532c30009fb404f1d3031fe24ca88d1a	20130311220946730	2	8ff94ef2debe74b9698d06d9da32accd	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)	171.112.71.*	183	183	1	trqRTuxvBQ1mjM5SaFpYqxMzmw	639477386ad5bbfdbf4f5856a13e22d6	null	mm_27762412_2408764_9403472	300	250	2	1	0	f206493d1a82b7d977075b20b7afd5f4	300	0	df6f61b2409f4e2f16b6873a7eb50444
790713cf649a4a226ee3f84ed3048a03	20130311220921388	2	ac0f4bfae3359cc167c33d8174410e9f	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)	61.141.193.*	216	219	2	trqRTJLSOZL7gsz	49dd7682dd7935fd7c9513323cbbb919	null	2401009261	250	250	2	0	5	d76818d93532855570f2af04f52b1ef1	300	0	3a7eb50444df6f61b2409f4e2f16b687
fa9708aec252d6c45ba48aef9973ba2a	20130311220823407	2	1ff8f36a4db6fd108e5d9ec4e23688dd	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	183.191.122.*	15	23	2	trqRTu5bX5scg4	fa5b8a79f7f1e4904a34c2177a41b5db	null	1814231036	336	280	1	0	5	02adb1d6bc7233c0735dbefe9bb85ecd	300	0	3a7eb50444df6f61b2409f4e2f16b687
2e427102ff9fcd66cde5abaeb1f53f53	20130311220919496	2	198dc4238c8fc666dcf3c9e2a048a7d7	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1	119.62.48.*	308	309	3	ersbQv1RdoTy1m58uG	6dbc2d6395ce46d0d9359127984ec83b	null	Sports_F_Rectangle	300	250	0	0	50	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
37ca40cffb89cd495c9559e383e5f48d	20130311215550842	2	a6a36a1d300a3ed18e0b2d2d04d1f979	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	114.99.184.*	106	114	3	trqRTvpoQqs8jdd4vSFWqxMzmw	6c8d9b4d28a724d8c0398b7377216923	null	discuz_1416822_006	960	90	0	0	40	ac25cf6c5bc360c0ff6e4d24873b35ea	300	0	3a7eb50444df6f61b2409f4e2f16b687
72cd821099c8cbaf58837089b46eb2c4	20130311202015690	2	f320cb4d104458542b05dc038d370b9a	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)	60.29.42.*	2	2	2	eDj-BpuJGNq7Xsm4wS2Wvpdh	4a67e9da58a9e5dc289ade12c6d406ab	null	3755978631	300	250	2	0	5	f206493d1a82b7d977075b20b7afd5f4	300	0	df6f61b2409f4e2f16b6873a7eb50444
3ce129833cb853ea11790bf1d8ee057d	20130311181210209	2	90ff52d703db78c3a21189b461e19c7a	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; QQDownload 718)	115.49.42.*	164	177	1	trqRTJd8Mq87gspy	abc990a6e38e78d31095be8f51a275cf	null	mm_17885952_3423973_11078171	250	250	0	1	0	d76818d93532855570f2af04f52b1ef1	300	0	3a7eb50444df6f61b2409f4e2f16b687
42b77e9fa849afe7328c22957512363b	20130311212616387	2	48a3a96ff13fd2599bcbcb1c8ddc1f60	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1	182.148.88.*	276	277	3	ersbQv1RdoTy1m58uG	b6ba7213c3a5d631a3e349b6813b7327	null	Sports_F_Rectangle	300	250	0	0	50	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
cf5d365c8ae866b910daaf98014562f0	20130311212956360	2	5228fc9d229e5a7ecafc467e15634b4d	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	111.175.186.*	183	184	2	tAk-ex9xXuscFU	bd739d606fb94fe6fa8a9ea1cae38367	null	2395261929	728	90	0	0	38	fb82c5506a7745b09752a995de85c708	300	0	9f4e2f16b6873a7eb504df6f61b24044
9ee5db1854688abb154d275bef106846	20130311203508248	2	3123319651fe36cb8ccbbd005432f5ba	Mozilla/5.0 (Windows NT 5.1; rv:19.0) Gecko/20100101 Firefox/19.0	114.62.172.*	79	79	2	null	621a47cf5974fdbc3a42eaad42431017	null	3085620634	728	90	1	0	5	f7e7cdcd8b8ed4d6682d78c5b8c4446c	300	0	3a7eb50444df6f61b2409f4e2f16b687
4e9463d1cf672e9c3e1e7913bdb0c3a8	20130311203947005	2	d8b84ff481cd5f2b1249adb24e9087e3	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0)	121.235.217.*	80	82	3	3FF-e59aG5syJqKbuKz	acf27d6f55a4be9bb438fd848431cd53	null	Finance_F_Upright	300	250	0	0	20	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
5383d470956a06084827102c85c68517	20130311172415212	2	3ea7b8c2c5cc99df30133a8e5c0908dc	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)	121.228.250.*	80	85	3	ersbQv1RdoTy1m58uG	e57f27b75c828e6fe9ec7a403c1f48f3	null	ALLINONE_F_Width1	1000	90	0	0	50	ebbd8035bba9def2a673154ee2486e7a	300	0	3a7eb50444df6f61b2409f4e2f16b687
17bd06b92477fa23abf6ca960a113dd4	20130311223512013	2	6182305991a4e5761c39273863a7572c	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1	121.63.7.*	183	187	1	trqRTuNyjqKIJgB4JKTI	3c1d19f8bbc0e6b8e7de26f7a20a1ce5	null	mm_32538462_3424141_11252014	300	250	0	1	0	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
bb3e7692aee2c8754d5c4fb820ad17e5	20130311223513033	2	eafab144ae8ff4b18defa906628a5ff	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.57 Safari/537.17	117.57.211.*	106	110	1	trqRTummPvas1m58uG	4b3161c88d98c844be8728cb1d55b16b	null	mm_10058411_2865562_9929053	300	250	2	1	0	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
339b7ca764b646cb238b31d6c925fded	20130311223516539	2	87dd38917d162377306601a4482412ca	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1	223.98.160.*	0	0	1	trqRTummPvas1m58uG	4f10fcf0a4c3706d9c53ec784bf0a4d	null	mm_10058411_2865562_9929053	300	250	2	1	0	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
9af0fde8da09e75d7f224d8c6f728a43	20130311223846597	2	9303429233d9c9e1a35bf3ef118ab2ab	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	27.38.187.*	216	219	3	ersbQv1RdoTy1m58uG	19b859e32ea0bed078a32944dc4ac848	null	Sports_F_Width1	1000	90	0	0	20	c2253060edbeefa754ac5a6418d35362	300	0	9f4e2f16b6873a7eb504df6f61b24044
349c4dd8bc2a8e034ddf72e898860eda	20130311223806626	2	20ef82a6a71a16b662f11777cf797d0c	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1	202.113.58.*	2	2	1	trqRTJnIMTKI1m58uG	887e17f64b83e6712141839fe018e255	null	mm_29394861_2683020_9680940	950	90	1	1	0	8407d9265e88afa76689e96b7bb48da4	300	0	3a7eb50444df6f61b2409f4e2f16b687
5f1b9868640b972ef6dcc06746d5d003	20130311224053751	2	37e6d71747b344ba2278200e4f1d5de2	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1	175.17.137.*	55	56	1	trqRTvTvjqN7XICWespENpn	19bab98bf4a8796271bb1e10ee68a230	null	mm_35107308_3470555_11302462	160	600	0	1	0	873a7eb504df9f4e2f16b66f61b24044	300	0	3a7eb50444df6f61b2409f4e2f16b687
f67cec926bfa66733561dc6adae3aade	20130311232912048	2	64292fa09b7468c80b2d5c560050ecda	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	125.34.78.*	1	1	2	null	2653d5591eda12b951ddd983a50b647d	null	1226634651	300	250	1	0	5	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
fd48d5c630adea6a9935115d412deb76	20130311232758585	2	f026d5558c958aaf31a1e96e21639aa6	Mozilla/5.0 (iPad; U; CPU OS 4_3_5 like Mac OS X; zh-cn) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5	123.155.37.*	94	99	3	3FF-e59aG5syJqKbuKz	99c012ab3fee422a04cd9be7452e6422	null	Finance_F_Rectangle	300	250	0	0	50	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
2776698cf5d29dfb06a3eed99ada0345	20130311232916671	2	b04a17ca589c96f7f27077af9c96b152	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	123.66.191.*	0	0	2	trqRTvpoQ9uoad84JKTI	dbf538101082db6c1dd7eff8ecc982e7	null	3998285142	250	250	1	0	5	d76818d93532855570f2af04f52b1ef1	300	0	3a7eb50444df6f61b2409f4e2f16b687
5a653fd005b8f317ef9aa1b09a382ead	20130311232922668	2	d5dc5e58094f42c2ca92893f25cfb3c6	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0)	113.89.163.*	216	219	2	null	d1eb94456709ab631258c56909d60972	null	1571256027	336	280	2	0	5	02adb1d6bc7233c0735dbefe9bb85ecd	300	0	3a7eb50444df6f61b2409f4e2f16b687
3a33a6dc65d25248d3522af674c81b9b	20130311232911869	2	a35069994a5e86e083ea4e452d9789b2	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)	171.11.25.*	164	164	2	lD1xl19bQqNSgMb4uSFK	11889b7f69ed3ce4080598e766c406f8	null	1443362779	160	600	2	0	5	873a7eb504df9f4e2f16b66f61b24044	300	0	3a7eb50444df6f61b2409f4e2f16b687
29bdfe4f64896549425228c080e7cd88	20130311232929476	2	5a51fdd96cf1f4a999976393713ce12a	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.84 Safari/535.11 SE 2.X MetaSr 1.0	112.225.192.*	146	148	2	eF1Fe5uIX5svgmd4wspENpn	c463ff57c5c7222eefa710ceeb6c2ad	null	372043506	300	250	0	0	4	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
eb666f171ddbd077d469cc55373317dc	20130311232707714	2	1c2b13d24d4400ebc54f9b29bda3983f	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727)	183.39.137.*	216	219	3	ersbQv1RdoTy1m58uG	863236294be3b379d7065c5afa60a199	null	Sports_F_Width1	1000	90	0	0	20	ebbd8035bba9def2a673154ee2486e7a	300	0	3a7eb50444df6f61b2409f4e2f16b687
c265196230981f4a2c78cce12b471366	20130311232912232	2	ab39c690cd467e13f77ed711abe8b2a5	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; InfoPath.2; .NET CLR 2.0.50727; SE 2.X MetaSr 1.0)	113.0.62.*	65	66	2	trqRTu1EXqxIFsqouDjWvpdhM9Fi	2353442c798bbcb467ffaca5e34d8c2b	null	2605654778	300	250	1	0	5	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
82b289d24b6c30c6a870489f15dfe5c0	20130311232726513	2	f7e0f30d239224bd8580521931ce716a	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)	113.128.82.*	146	147	3	ersbQv1RdoTy1m58uG	93993bb215760fcbcb3bd4a7bb387eaf	null	Sports_F_Rectangle	300	250	0	0	50	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
dc0304d1c8ca7805269699d8a849c305	20130311232720583	2	a468962bd79d18f03b411a79968e01cb	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)	183.2.75.*	216	217	3	5KKFB19rg5scFsf	a0da92b62d85a68135c08a13f33e7f79	null	Lady_F_Upright	300	250	0	0	20	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
786e44547b4392cf98316d50c40eab5e	20130311233051891	2	c58d2d68ae6691bf1802415b500d7d13	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727)	125.65.150.*	276	280	3	5KKFB19rg5scFsf	5d0528c060d8b1ef2388d5a3d0bd3952	null	Lady_F_Width1	1000	90	0	0	20	c2253060edbeefa754ac5a6418d35362	300	0	9f4e2f16b6873a7eb504df6f61b24044
8099694b5227c8d252b70f5454752ad0	20130311224346736	2	a0504444dc199e545432bbc4bacdec87	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	124.79.56.*	79	79	3	DD1SqS9rg5scFsf	a228a40b44610e06f6c761afb4ef8a0b	null	Auto_Width6	960	90	0	0	10	ac25cf6c5bc360c0ff6e4d24873b35ea	300	0	3a7eb50444df6f61b2409f4e2f16b687
1fc5ea7f9a53f0c78a9a1a763604e60e	20130311224235125	2	157d52275b9b404ac7fc4c18956d61e	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; SE 2.X MetaSr 1.0)	218.12.185.*	3	12	3	ersbQv1RdoTy1m58uG	e3816003dd8523aad96801064de5b9ac	null	Sports_F_Rectangle	300	250	0	0	50	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
245fad9926e0a1c8bb54cd49b98bc3d5	20130311224244283	2	6504674d1fd67ca45d575cfc3d340a6e	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	121.10.87.*	216	224	3	3FF-e59aG5syJqKbuKz	d2869ffb421cd1a9c7054dde018bc0e9	null	Finance_F_Upright	300	250	0	0	20	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
dbdda7a3d4d9389640a6c4d9204e83f	20130311224204460	2	2e71bc3c9b4598fbe803a9378d5c340a	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727)	59.39.63.*	216	222	3	ersbQv1RdoTy1m58uG	6dbc2d6395ce46d0d9359127984ec83b	null	Sports_F_Width1	1000	90	0	0	20	ebbd8035bba9def2a673154ee2486e7a	300	0	3a7eb50444df6f61b2409f4e2f16b687
b44ae475eddc3f3e71e77ae8ccfa0c7d	20130311224450279	2	28565537c4853353cb3baa5b2624a688	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727)	110.81.28.*	124	129	3	3SKoteC0gQ27gspy	f496f7ae8f68e0429c50d5514982e4fc	null	Game_F_Upright	300	250	0	0	20	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
bcaabd0f507412179ec29dc4f68e38b6	20130311224214379	2	7a2545b5a39bdb7d72f30983016327a2	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; 4399Box.778; youxihe.1601; 4399Box.778; youxihe.1601)	218.75.12.*	94	104	3	DD1SqS9rg5scFsf	a228a40b44610e06f6c761afb4ef8a0b	null	Auto_Width1	960	90	0	0	50	ac25cf6c5bc360c0ff6e4d24873b35ea	300	0	3a7eb50444df6f61b2409f4e2f16b687
51f3650cf9a48a1bdd4c642da64f55e1	20130311224215726	2	f6cf85ad1b566d043250334762078004	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; Microsoft Windows Media Center PC 6.0)	219.133.168.*	216	219	3	31xSTvprdN1RFt	bc253240f1335129b1314e5b8a83d276	null	Ent_Pic_Width1	1000	90	0	0	50	ebbd8035bba9def2a673154ee2486e7a	300	0	3a7eb50444df6f61b2409f4e2f16b687
612b913aade8142ad9902321176a3c25	20130311235156073	2	d724f948e89b0114622e353c3943b4a	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729)	114.95.189.*	79	79	1	trqRTu9wQecs1m58uG	cd5d2198254f75783ea77caeb6b4863a	null	mm_10065060_874976_11001321	300	250	1	1	0	cfe9f50e234d74317336d04dfa3494a3	300	0	3a7eb50444df6f61b2409f4e2f16b687
885ea866cd9e9ba4ee70484c440e71ca	20130311235100953	2	7b8cdca768ad1cebbefdb016e863bf4a	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/6.0)	125.83.208.*	275	275	2	lFq4lyC0BouoXOl4JKTI	fa0163deb379aaee458556073881bf0	null	2572011630	160	600	2	0	5	873a7eb504df9f4e2f16b66f61b24044	300	0	3a7eb50444df6f61b2409f4e2f16b687
d9c5932e56c579ba894648429f7a217c	20130311162136566	2	3f834472c312f359e25880964cfb642a	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; SE 2.X MetaSr 1.0)	114.96.86.*	106	107	2	lFFSl19aMN5oJsmEumpENpn	d13927af10e5510f37f198f53f41a3ef	null	3269100189	160	600	2	0	5	36391fa23e0928a93cd51ea8af344b82	300	0	df6f61b2409f4e2f16b6873a7eb50444
d6db2b851ec3b828b5a583a47b49ea70	20130311175906795	2	aa99d8a601ef6681676f0619b361cb7d	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	61.161.74.*	275	275	2	trqRTvMvQQ5mXgL4JKTIqxM_	6fbdbbba175ea3eead2a37c96b1a951d	null	205361409	728	90	1	0	4	5aca4c5f29e59e425c7ea657fdaac91e	300	0	df6f61b2409f4e2f16b6873a7eb50444
683729d0555e45f4d16781bd19963ec4	20130311175543898	2	2a063200e4f924ff88ffb6745173ee14	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)	202.108.201.*	1	1	3	3FF-e59aG5syJqKbuKz	70ede6949f205960c44d7f300faf5cbd	null	Finance_2nd_Width1	1000	90	0	0	20	c2253060edbeefa754ac5a6418d35362	300	0	9f4e2f16b6873a7eb504df6f61b24044
a665e65c1b8f0229d695b29febf8e222	20130311172509342	2	d57a78ae1e7fa34cf91722b24cafe71	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	112.91.67.*	216	230	1	trqRTJnIMTKI1m58uG	f0bffe9c3c844a08decd881acb385acb	null	mm_29394861_2683020_9680940	950	90	1	1	0	8f86b069dbb8898e2beca5ec3030e147	300	0	df6f61b2409f4e2f16b6873a7eb50444
6a14ce49bccf6c2f24bed12cce9c03ad	20130311172441824	2	92f2dadda4ad1565242e0dcdd5a3294c	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727)	114.243.68.*	1	1	3	5KKFB19rg5scFsf	5d0528c060d8b1ef2388d5a3d0bd3952	null	Lady_F_Width1	1000	90	0	0	20	ebbd8035bba9def2a673154ee2486e7a	300	0	3a7eb50444df6f61b2409f4e2f16b687
f06519134ac7a899300cbe466fb55a4b	20130311172143467	2	1f5ca854b4f482730e97bade689ffde2	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.84 Safari/535.11 SE 2.X MetaSr 1.0	183.200.21.*	15	20	2	null	587479b48096bb10e35f70da833501e1	null	4020284529	336	280	1	0	5	0abb99569043fe758ba6a51714782ced	300	0	df6f61b2409f4e2f16b6873a7eb50444
d8929080a853e6f4b7e8a8f7a25fa6a0	20130311172106722	2	9f4267690418018e507381c52348646d	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Maxthon/4.0.0.2000 Chrome/22.0.1229.79 Safari/537.1	58.240.203.*	80	85	2	trqRTumJBIqbgMsY5SqfNX	48e5fa757fce74aa39a2c66701206277	null	1264223648	300	250	1	0	5	f206493d1a82b7d977075b20b7afd5f4	300	0	df6f61b2409f4e2f16b6873a7eb50444
69c47d568dd04187b9d39dd160a6f54a	20130311172434733	2	277de3b90f778a0c2239ba24dd899ef0	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1	171.116.67.*	15	15	3	tK1jlK9rg5scFsf	31926cdefb4ccaadefc3f1b32ef18db7	null	ALLINONE_F_Width2	1000	90	0	0	10	ebbd8035bba9def2a673154ee2486e7a	300	0	3a7eb50444df6f61b2409f4e2f16b687
